index,Title,Year,IMDb,Netflix,Hulu,Prime Video,Disney+,Directors
381,Other People,2016,6.8,1,0,0,0,Chris Kelly
382,Alpha Dog,2006,6.9,1,0,0,0,Nick Cassavetes
383,Spectral,2016,6.3,1,0,0,0,Nic Mathieu
384,The Babysitter,2017,6.3,1,0,1,0,McG
385,"Extremely Wicked, Shockingly Evil and Vile",2019,6.6,1,0,0,0,Joe Berlinger
386,Heneral Luna,2015,7.6,1,0,0,0,Jerrold Tarog
387,Click,2006,6.4,1,0,0,0,Frank Coraci
388,The Duchess,2008,6.9,1,0,1,0,Saul Dibb
389,The Last Man on the Moon,2016,7.4,1,0,0,0,Mark Craig
390,The 24 Hour War,2016,7.2,1,0,0,0,"Nate Adams,Adam Carolla"
391,Mune: Guardian of the Moon,2015,7.2,1,0,0,0,"Alexandre Heboyan,Benoît Philippon"
392,The Devil We Know,2018,7.7,1,0,0,0,"Stephanie Soechtig,Jeremy Seifert"
393,How the Grinch Stole Christmas,2000,6.2,1,0,0,0,Ron Howard
394,LA Originals,2020,7.3,1,0,0,0,Estevan Oriol
395,Whisky,2004,7.1,1,0,1,0,"Juan Pablo Rebella,Pablo Stoll"
396,The Sapphires,2012,7.0,1,0,0,0,Wayne Blair
397,Bloodsport,1988,6.8,1,0,0,0,Newt Arnold
398,Tinker Bell and the Legend of the NeverBeast,2014,7.3,1,0,0,0,Steve Loter
399,Get Me Roger Stone,2017,7.4,1,0,0,0,"Dylan Bank,Daniel DiMauro,Morgan Pehme"
400,Alex Strangelove,2018,6.3,1,0,0,0,Craig Johnson
401,She's Out of My League,2010,6.4,1,0,1,0,Jim Field Smith
402,Sarah's Key,2010,7.5,1,0,0,0,Gilles Paquet-Brenner
403,My Happy Family,2017,7.4,1,0,0,0,"Nana Ekvtimishvili,Simon Groß"
404,Killing Them Softly,2012,6.2,1,0,0,0,Andrew Dominik
405,Ittefaq,2017,7.2,1,0,1,0,Abhay Chopra
406,6 Underground,2019,6.1,1,0,0,0,Michael Bay
407,The Accountant of Auschwitz,2018,7.3,1,0,0,0,Matthew Shoychet
408,Echo in the Canyon,2019,7.0,1,0,0,0,Andrew Slater
409,Hold the Dark,2018,5.6,1,0,0,0,Jeremy Saulnier
410,Suffragette,2015,6.9,1,0,0,0,Sarah Gavron
411,The Siege of Jadotville,2016,7.2,1,0,0,0,Richie Smyth
412,Terminator Salvation,2009,6.5,1,0,0,0,McG
413,Hotel Transylvania 3: Summer Vacation,2018,6.3,1,0,0,0,Genndy Tartakovsky
414,Filmworker,2018,7.4,1,0,0,0,Tony Zierra
415,Our Souls at Night,2017,6.9,1,0,0,0,Ritesh Batra
416,Mine 9,2019,6.7,1,0,0,0,Eddie Mensore
417,Everybody Knows,2018,6.9,1,0,0,0,Asghar Farhadi
419,Ice Guardians,2016,7.5,1,0,0,0,Brett Harvey
420,Tinker Bell and the Pirate Fairy,2014,6.6,1,0,0,0,Peggy Holmes
421,The World Is Not Enough,1999,6.4,1,0,0,0,Michael Apted
422,Suite Française,2014,7.0,1,0,0,0,Saul Dibb
423,Period. End of Sentence.,2018,7.4,1,0,0,0,Rayka Zehtabchi
424,Beyond the Mat,1999,7.6,1,0,0,0,Barry W. Blaustein
425,Next Gen,2018,6.6,1,0,0,0,"Kevin R. Adams,Joe Ksander,Ricardo Curtis"
426,Cam,2018,5.9,1,0,0,0,Daniel Goldhaber
427,Divines,2016,7.4,1,0,0,0,Houda Benyamina
428,Shirkers,2018,7.4,1,0,0,0,Sandi Tan
429,Underworld: Evolution,2006,6.7,1,0,0,0,Len Wiseman
430,Om Shanti Om,2007,6.7,1,0,0,0,Farah Khan
431,How to Change the World,2015,7.6,1,0,0,0,Jerry Rothwell
432,Spitfire,2018,7.5,1,0,0,0,John Cromwell
433,You Are My Sunday,2016,7.7,1,0,0,0,Milind Dhaimade
434,Dear Zindagi,2016,7.6,1,0,0,0,Gauri Shinde
435,Uncorked,2020,6.1,1,0,0,0,Prentice Penny
436,The Water Diviner,2014,7.0,1,0,0,0,Russell Crowe
437,Gaga: Five Foot Two,2017,7.0,1,0,0,0,Chris Moukarbel
438,Austin Powers in Goldmember,2002,6.2,1,0,0,0,Jay Roach
439,He Never Died,2015,6.4,1,0,0,0,Jason Krawczyk
440,Black Sea,2014,6.4,1,0,0,0,Kevin Macdonald
441,Ali's Wedding,2017,6.9,1,0,0,0,Jeffrey Walker
442,Event Horizon,1997,6.7,1,0,0,0,Paul W.S. Anderson
443,Mississippi Grind,2015,6.4,1,0,0,0,"Anna Boden,Ryan Fleck"
444,They'll Love Me When I'm Dead,2018,7.4,1,0,0,0,Morgan Neville
445,Kai Po Che!,2013,7.6,1,0,0,0,Abhishek Kapoor
446,Badla,2019,7.9,1,0,0,0,Sujoy Ghosh
447,Young Adult,2011,6.2,1,0,1,0,Jason Reitman
448,ZZ Top: That Little Ol' Band From Texas,2019,7.4,1,0,0,0,Sam Dunn
449,Scary Movie,2000,6.2,1,0,0,0,Wes Craven
450,The Dirt,2019,7.0,1,0,0,0,Jeff Tremaine
451,Killer Klowns from Outer Space,1988,6.2,1,0,0,0,Stephen Chiodo
452,The Exception,2017,6.8,1,0,0,0,David Leveaux
453,Spenser Confidential,2020,6.2,1,0,0,0,Peter Berg
454,Wheelman,2017,6.4,1,0,0,0,Jeremy Rush
455,While We're Young,2014,6.3,1,0,0,0,Noah Baumbach
456,Die Another Day,2002,6.1,1,0,0,0,Lee Tamahori
457,The Grandmaster,2013,6.6,1,0,0,0,Kar-Wai Wong
458,Bathtubs Over Broadway,2018,7.5,1,0,0,0,Dava Whisenant
459,Cadillac Records,2008,7.0,1,0,0,0,Darnell Martin
460,I am Divine,2013,7.6,1,0,0,0,Jeffrey Schwarz
461,King Jack,2015,7.0,1,0,0,0,Felix Thompson
462,The Runaways,2010,6.5,1,0,0,0,Floria Sigismondi
463,2012,2009,5.8,1,0,0,0,Roland Emmerich
464,The Half of It,2020,7.0,1,0,0,0,Alice Wu
465,Tigertail,2020,6.4,1,0,0,0,Alan Yang
466,Sleeping with Other People,2015,6.5,1,0,0,0,Leslye Headland
467,What Lies Beneath,2000,6.6,1,0,0,0,Robert Zemeckis
468,Fractured,2019,6.4,1,0,0,0,Brad Anderson
469,Master Z: Ip Man Legacy,2018,6.5,1,0,0,0,Woo-Ping Yuen
470,Neruda,2016,6.9,1,0,0,0,Pablo Larraín
471,One Day,2011,7.0,1,0,1,0,Lone Scherfig
472,Just Friends,2005,6.2,1,0,0,0,Roger Kumble
474,Harold and Lillian: A Hollywood Love Story,2017,8.0,1,0,0,0,Daniel Raim
475,The Grinch,2018,6.3,1,0,0,0,Ron Howard
476,Qarib Qarib Singlle,2017,7.0,1,0,0,0,Tanuja Chandra
477,Beasts of No Nation,2015,7.7,1,0,0,0,Cary Joji Fukunaga
478,Time Trap,2017,6.5,1,0,0,0,"Mark Dennis,Ben Foster"
479,Final Destination 2,2003,6.2,1,0,0,0,David R. Ellis
480,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2018,7.1,1,0,0,0,Marcus Raboy
481,Dance Academy: The Movie,2017,7.0,1,0,0,0,Jeffrey Walker
482,White Fang,2018,6.9,1,0,0,1,Randal Kleiser
483,All the Bright Places,2020,6.5,1,0,0,0,Brett Haley
484,Elena,2013,7.6,1,0,1,0,Andrey Zvyagintsev
485,Underworld: Rise of the Lycans,2009,6.6,1,0,0,0,Patrick Tatopoulos
486,Talaash,2012,7.2,1,0,0,0,Reema Kagti
487,Kevin Hart: Laugh at My Pain,2011,7.4,1,0,0,0,"Leslie Small,Tim Story"
488,Gridiron Gang,2006,6.9,1,0,0,0,Phil Joanou
489,Hot Rod,2007,6.7,1,0,1,0,Akiva Schaffer
490,Bee Movie,2007,6.1,1,0,0,0,"Simon J. Smith,Steve Hickner"
491,Trash,2014,7.2,1,0,0,0,"Stephen Daldry,Christian Duurvoort"
492,The Photographer of Mauthausen,2018,6.7,1,0,0,0,Mar Targarona
493,He's Just Not That Into You,2009,6.4,1,0,0,0,Ken Kwapis
494,Forks Over Knives,2011,7.7,1,0,0,0,Lee Fulkerson
495,Bandits,2001,6.5,1,0,1,0,Barry Levinson
496,Sanju,2018,7.8,1,0,0,0,Rajkumar Hirani
497,Blame!,2017,6.7,1,1,1,0,Hiroyuki Seshita
499,DragonHeart,1996,6.5,1,0,0,0,Rob Cohen
500,Bad Day for the Cut,2017,6.5,1,0,0,0,Chris Baugh
501,We the Animals,2018,6.9,1,0,0,0,Jeremiah Zagar
502,Soul Surfer,2011,7.0,1,0,0,0,Sean McNamara
503,Rocko's Modern Life: Static Cling,2019,7.0,1,0,0,0,"Joe Murray,Cosmo Segurson"
504,Haywire,2011,5.8,1,0,0,0,Steven Soderbergh
505,Pink,2016,8.1,1,0,0,0,Aniruddha Roy Chowdhury
506,Stuart Little,1999,5.9,1,0,0,0,Rob Minkoff
507,Cutie and the Boxer,2013,7.2,1,0,0,0,Zachary Heinzerling
508,The World Is Yours,2018,6.4,1,0,0,0,Romain Gavras
509,Berlin Syndrome,2017,6.3,1,0,0,0,Cate Shortland
510,Furie,2019,5.8,1,0,0,0,David Ayer
511,Big Miracle,2012,6.5,1,0,0,0,Ken Kwapis
512,Tramps,2016,6.5,1,0,0,0,Adam Leon
513,Parmanu: The Story of Pokhran,2018,7.7,1,0,0,0,Abhishek Sharma
514,Kursk,2018,6.6,1,0,0,0,Thomas Vinterberg
515,Deep Impact,1998,6.2,1,0,0,0,Mimi Leder
516,The Kindergarten Teacher,2018,6.7,1,0,0,0,Sara Colangelo
517,Stonehearst Asylum,2014,6.8,1,0,0,0,Brad Anderson
519,The Wandering Earth,2019,6.0,1,0,0,0,Frant Gwo
520,Bon Cop Bad Cop,2006,6.8,1,0,0,0,Erik Canuel
521,Melvin Goes to Dinner,2003,6.8,1,0,0,0,Bob Odenkirk
522,Chappaquiddick,2018,6.5,1,0,0,0,John Curran
523,Miles Davis: Birth of the Cool,2019,7.4,1,0,0,0,Stanley Nelson
524,Mission Control: The Unsung Heroes of Apollo,2017,7.5,1,0,0,0,David Fairhead
525,Dukhtar,2014,7.0,1,0,0,0,Afia Nathaniel
526,Red Dawn,1984,6.4,1,0,0,0,John Milius
527,Kaabil,2017,7.1,1,0,0,0,Sanjay Gupta
528,The Company Men,2010,6.7,1,0,0,0,John Wells
529,Studio 54,2018,6.9,1,0,0,0,Mark Christopher
530,The Case for Christ,2017,6.2,1,0,0,0,Jon Gunn
531,Outside In,2018,6.6,1,0,0,0,Lynn Shelton
532,Mowgli: Legend of the Jungle,2018,6.5,1,0,0,0,Andy Serkis
533,Errementari: The Blacksmith and the Devil,2018,6.3,1,0,0,0,Paul Urkijo Alijo
534,Jimmy Neutron: Boy Genius,2001,6.0,1,0,0,0,John A. Davis
535,World Trade Center,2006,5.9,1,0,1,0,Oliver Stone
536,I Am Kalam,2010,8.0,1,0,1,0,Nila Madhab Panda
537,PEEPLI [Live],2010,7.4,1,0,0,0,"Anusha Rizvi,Mahmood Farooqui"
538,My Scientology Movie,2016,6.7,1,0,0,0,John Dower
540,Mortal Kombat,1995,5.8,1,0,0,0,Paul W.S. Anderson
541,Behind the Curve,2018,6.5,1,0,0,0,Daniel J. Clark
542,Soni,2019,7.2,1,0,0,0,Nicolas Cage
543,Carriers,2009,6.0,1,0,0,0,"David Pastor,Àlex Pastor"
544,Tig,2015,7.4,1,0,0,0,"Kristina Goolsby,Ashley York"
545,Patton Oswalt: Annihilation,2017,7.2,1,0,0,0,Bobcat Goldthwait
546,Trixie Mattel: Moving Parts,2019,7.3,1,0,0,0,Nicholas Zeig-Owens
547,Petta,2019,7.3,1,0,0,0,Karthik Subbaraj
548,The Bill Murray Stories: Life Lessons Learned from a Mythical Man,2018,7.0,1,0,0,0,Tommy Avallone
549,Can't Hardly Wait,1998,6.5,1,0,0,0,"Harry Elfont,Deborah Kaplan"
550,The Confirmation,2016,6.4,1,0,0,0,Bob Nelson
551,The First Wives Club,1996,6.4,1,0,1,0,Hugh Wilson
552,Colonia,2016,7.1,1,0,0,0,Florian Gallenberger
553,Free Fire,2017,6.4,1,0,0,0,Ben Wheatley
554,Life As We Know It,2010,6.5,1,0,0,0,Greg Berlanti
555,To All the Boys: P.S. I Still Love You,2020,6.0,1,0,0,0,Michael Fimognari
556,Cop Car,2015,6.3,1,0,0,0,Jon Watts
557,Urban Cowboy,1980,6.3,1,0,0,0,James Bridges
558,Above the Rim,1994,6.6,1,0,0,0,Jeff Pollack
559,Screwball,2019,7.1,1,0,0,0,Billy Corben
560,Prosecuting Evil: The Extraordinary World of Ben Ferencz,2018,7.3,1,0,0,0,Barry Avrich
561,The Incident,2014,6.4,1,0,0,0,Larry Peerce
562,Resident Evil: Extinction,2007,6.3,1,0,0,0,Russell Mulcahy
563,American Assassin,2017,6.2,1,0,0,0,Michael Cuesta
564,Rang De Basanti,2006,8.2,1,0,0,0,Rakeysh Omprakash Mehra
565,Open Season,2006,6.1,1,0,0,0,"Roger Allers,Jill Culton,Anthony Stacchi"
566,Strong Island,2017,6.4,1,0,0,0,Yance Ford
567,Resident Evil: Apocalypse,2004,6.2,1,0,0,0,Alexander Witt
568,Smoke & Mirrors,2016,6.9,1,0,0,0,Alberto Rodríguez
569,Sky Ladder: The Art of Cai Guo-Qiang,2017,7.3,1,0,0,0,Kevin Macdonald
570,Kate & Leopold,2001,6.4,1,0,0,0,James Mangold
571,Raiders!: The Story of the Greatest Fan Film Ever Made,2015,6.9,1,0,0,0,"Jeremy Coon,Tim Skousen"
572,Then Came You,2019,7.0,1,0,0,0,Peter Hutchings
573,The Forest of Love,2019,6.4,1,0,0,0,Sion Sono
574,I Called Him Morgan,2016,7.3,1,0,0,0,Kasper Collin
575,The Money Pit,1986,6.4,1,0,0,0,Richard Benjamin
576,The Angel,2018,6.6,1,0,1,0,Ariel Vromen
577,Burlesque,2010,6.4,1,0,0,0,Steve Antin
578,My Masterpiece,2018,7.1,1,0,0,0,Gastón Duprat
579,Mr. Church,2016,7.6,1,0,0,0,Bruce Beresford
580,Murder Mystery,2019,6.0,1,0,0,0,Kyle Newacheck
581,Audrie & Daisy,2016,7.2,1,0,0,0,"Bonni Cohen,Jon Shenk"
582,Miss Hokusai,2015,6.7,1,0,0,0,"Keiichi Hara,Stephanie Sheh,Michael Sinterniklaas"
583,Dumplin',2018,6.6,1,0,0,0,Anne Fletcher
584,The Invention of Lying,2009,6.4,1,0,0,0,"Ricky Gervais,Matthew Robinson"
585,Breath,2017,6.7,1,0,1,0,Simon Baker
586,Kodachrome,2017,6.8,1,0,0,0,Mark Raso
587,Operation Red Sea,2018,6.7,1,0,0,0,Dante Lam
588,Murder Party,2007,5.8,1,0,0,0,Jeremy Saulnier
589,Woodstock: Three Days That Defined a Generation,2019,7.6,1,0,0,0,"Barak Goodman,Jamila Ephron"
590,Laggies,2014,6.4,1,0,0,0,Lynn Shelton
591,Eye for an Eye,2019,6.6,1,0,1,0,"Francesco Cinquemani,George Gallo"
592,Cowspiracy: The Sustainability Secret,2014,8.3,1,0,0,0,"Kip Andersen,Keegan Kuhn"
593,Eddie Murphy: Delirious,1983,8.2,1,0,0,0,Bruce Gowers
594,The Aerial,2007,7.4,1,0,0,0,Esteban Sapir
595,Fire in Paradise,2019,7.4,1,0,0,0,"Zackary Canepari,Drea Cooper"
596,Cookie's Fortune,1999,6.8,1,0,0,0,Robert Altman
597,Before I Wake,2016,6.2,1,0,0,0,Mike Flanagan
598,Layla M.,2016,6.7,1,0,0,0,Mijke de Jong
599,Mountain,2018,7.2,1,0,0,0,Jennifer Peedom
600,Center Stage,2000,6.7,1,0,0,0,Nicholas Hytner
601,Mr. Right,2016,6.3,1,0,0,0,Paco Cabezas
602,Tamasha,2015,7.3,1,0,0,0,Imtiaz Ali
603,Just Another Love Story,2007,7.2,1,0,0,0,Ole Bornedal
604,Quartet,2012,6.8,1,0,0,0,Dustin Hoffman
605,Dil Chahta Hai,2001,8.1,1,0,0,0,Farhan Akhtar
606,"Bikram: Yogi, Guru, Predator",2019,6.7,1,0,0,0,Eva Orner
607,Dolphin Tale 2,2014,6.4,1,0,0,0,Charles Martin Smith
608,No One Killed Jessica,2011,7.2,1,0,0,0,Raj Kumar Gupta
609,I Am Bolt,2016,7.1,1,0,0,0,"Benjamin Turner,Gabe Turner"
610,Evolution,2001,6.1,1,1,1,0,Ivan Reitman
611,BuyBust,2018,5.8,1,0,0,0,Erik Matti
612,Advantageous,2015,6.2,1,0,0,0,Jennifer Phang
613,The Iron Lady,2011,6.4,1,0,0,0,Phyllida Lloyd
614,Son of a Gun,2014,6.5,1,0,0,0,Julius Avery
615,Rugrats in Paris: The Movie,2000,6.1,1,0,0,0,"Stig Bergqvist,Paul Demeyer"
616,On My Skin,2018,7.3,1,0,0,0,Alessio Cremonini
617,Sweetheart,2019,5.7,1,0,0,0,J.D. Dillard
618,Raees,2017,6.8,1,0,0,0,Rahul Dholakia
619,The Rover,2014,6.4,1,0,0,0,David Michôd
620,Paan Singh Tomar,2012,8.2,1,0,0,0,Tigmanshu Dhulia
621,The Other Side of the Wind,2018,6.8,1,0,0,0,Orson Welles
622,The Garden of Words,2013,7.5,1,0,0,0,Makoto Shinkai
623,The Legend of 420,2017,6.7,1,0,0,0,Peter Spirer
624,Let It Fall: Los Angeles 1982-1992,2017,7.7,1,0,0,0,John Ridley
625,Manto,2018,7.4,1,0,0,0,Nandita Das
626,Rainbow,2015,8.0,1,0,0,0,Nagesh Kukunoor
627,Walking Out,2017,5.8,1,0,0,0,"Alex Smith,Andrew J. Smith"
628,Holy Hell,2016,7.1,1,0,0,0,Will Allen
629,After,2019,5.4,1,0,1,0,Jenny Gage
630,Jersey Boys,2014,6.8,1,0,0,0,Clint Eastwood
631,Flavors of Youth,2018,6.6,1,0,0,0,"Haoling Li,Yoshitaka Takeuch,Xiaoxing Yi"
632,Nappily Ever After,2018,6.4,1,0,0,0,Haifaa Al-Mansour
633,Final Destination 3,2006,5.8,1,0,0,0,James Wong
634,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,6.6,1,0,0,0,Beeban Kidron
635,Elizabeth: The Golden Age,2007,6.8,1,0,0,0,Shekhar Kapur
636,37 Seconds,2019,7.3,1,0,0,0,Hikari
637,A Futile and Stupid Gesture,2018,6.8,1,0,0,0,David Wain
638,The Green Hornet,2011,5.8,1,0,0,0,Michel Gondry
639,Dear John,2010,6.3,1,0,0,0,Lasse Hallström
640,Heroin(e),2017,6.8,1,0,0,0,Elaine McMillion Sheldon
641,Guzaarish,2010,7.4,1,0,0,0,Sanjay Leela Bhansali
642,Imperial Dreams,2014,6.8,1,0,0,0,Malik Vitthal
643,Between Two Ferns: The Movie,2019,6.1,1,0,0,0,Scott Aukerman
644,13 Sins,2014,6.3,1,0,0,0,Daniel Stamm
645,Kiss the Girls,1997,6.6,1,0,1,0,Gary Fleder
646,Newness,2017,6.4,1,0,0,0,Drake Doremus
647,Mr. Roosevelt,2017,6.2,1,0,0,0,Noël Wells
648,Justin Timberlake + The Tennessee Kids,2016,7.8,1,0,0,0,Jonathan Demme
649,Battle: Los Angeles,2011,5.7,1,0,0,0,Jonathan Liebesman
650,Hondros,2018,7.5,1,0,0,0,Greg Campbell
651,When We First Met,2018,6.4,1,0,0,0,Ari Sandel
652,(T)ERROR,2015,6.6,1,0,1,0,"Lyric R. Cabral,David Felix Sutcliffe"
653,Kuch Kuch Hota Hai,1998,7.6,1,0,0,0,Karan Johar
654,Trailer Park Boys: The Movie,2006,7.2,1,0,0,0,Mike Clattenburg
655,G.O.R.A.,2004,8.0,1,0,0,0,Ömer Faruk Sorak
656,Phantom Boy,2015,6.6,1,0,0,0,"Jean-Loup Felicioli,Alain Gagnol"
657,Survivor's Guide to Prison,2018,7.1,1,0,0,0,Matthew Cooke
658,Transcendence,2014,6.3,1,0,0,0,Wally Pfister
659,Jagga Jasoos,2017,6.5,1,0,0,0,Anurag Basu
660,The Perfect Date,2019,5.8,1,0,0,0,Chris Nelson
661,A Fortunate Man,2018,7.2,1,0,0,0,Bille August
662,Kahaani,2012,8.1,1,0,0,0,Sujoy Ghosh
663,Andaz Apna Apna,1994,8.2,1,0,1,0,Rajkumar Santoshi
664,Let It Snow,2019,5.8,1,0,0,0,Luke Snellin
665,Middle School: The Worst Years of My Life,2016,6.1,1,0,0,0,Steve Carr
666,The Little Hours,2017,5.8,1,0,0,0,Jeff Baena
667,Aval,2017,6.8,1,0,0,0,Milind Rau
668,The Unknown Known,2013,7.0,1,0,0,0,Errol Morris
669,Kahlil Gibran's The Prophet,2014,7.1,1,0,0,0,"Roger Allers,Gaëtan Brizzi,Paul Brizzi,Joan C. Gratz,Mohammed Saeed Harib,Tomm Moore,Nina Paley,Bill Plympton,Joann Sfar,Michal Socha"
670,The Princess Switch,2018,6.0,1,0,0,0,Mike Rohl
671,The Blackcoat's Daughter,2017,5.9,1,0,0,0,Oz Perkins
672,What We Started,2018,7.0,1,0,0,0,"Bert Marcus,Cyrus Saidi"
673,Let There Be Light,1946,7.4,1,0,1,0,Karen Moncrieff
674,Into the Forest,2016,5.8,1,0,0,0,Patricia Rozema
675,God Knows Where I Am,2016,7.3,1,0,0,0,"Jedd Wider,Todd Wider"
676,Stuart Little 2,2002,5.4,1,0,0,0,Rob Minkoff
677,The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America,2016,7.5,1,0,0,0,Paul Dugdale
678,Sand Storm,2016,6.8,1,0,0,0,Elite Zexer
679,From Paris with Love,2010,6.5,1,0,1,0,Pierre Morel
680,Luck by Chance,2009,7.0,1,0,0,0,Zoya Akhtar
681,I Am Jane Doe,2017,6.8,1,0,0,0,Mary Mazzio
682,Pee-wee's Big Holiday,2016,6.1,1,0,0,0,John Lee
683,Promised Land,2012,6.6,1,0,0,0,Gus Van Sant
684,Carrie Pilby,2017,6.6,1,0,0,0,Susan Johnson
685,Seeing Allred,2018,6.8,1,0,0,0,"Roberta Grossman,Sophie Sartain"
686,Goldstone,2016,6.5,1,0,0,0,Ivan Sen
687,The Signal,2014,6.1,1,0,0,0,William Eubank
688,The Red Sea Diving Resort,2019,6.5,1,0,0,0,Gideon Raff
689,Self/less,2015,6.5,1,0,0,0,Tarsem Singh
690,The Burial of Kojo,2018,6.4,1,0,0,0,Blitz Bazawule
691,Horse Girl,2020,5.9,1,0,0,0,Jeff Baena
692,Headshot,2016,6.3,1,0,0,0,Walter Hill
693,Joan Didion: The Center Will Not Hold,2017,7.4,1,0,0,0,Griffin Dunne
694,Circle,2015,6.0,1,0,0,0,"Aaron Hann,Mario Miscione"
695,Chris Rock: Tamborine,2018,6.5,1,0,0,0,Bo Burnham
696,The Monster,2016,5.4,1,0,1,0,Bryan Bertino
697,Sergio,2020,6.1,1,0,0,0,Greg Barker
699,John Mulaney: New in Town,2012,8.3,1,0,0,0,"Ryan Polito,Jake Szymanski"
700,In the Shadow of the Moon,2019,6.2,1,0,0,0,Jim Mickle
701,Mirror Mirror,2012,5.6,1,0,1,0,Tarsem Singh
702,Hasee Toh Phasee,2014,6.8,1,0,0,0,Vinil Mathew
703,Bhavesh Joshi Superhero,2018,7.6,1,0,0,0,Vikramaditya Motwane
704,Brooklyn's Finest,2009,6.7,1,0,1,0,Antoine Fuqua
705,Wakefield,2017,6.3,1,0,0,0,Robin Swicord
706,Wish I Was Here,2014,6.7,1,0,0,0,Zach Braff
707,Lu Over the Wall,2017,6.8,1,0,0,0,Masaaki Yuasa
708,Man of Tai Chi,2013,6.1,1,0,0,0,Keanu Reeves
709,Comedian,2002,6.9,1,0,0,0,Christian Charles
710,Alive and Kicking,2017,6.6,1,0,0,0,Cyril Frankel
711,The Secret,2006,5.6,1,0,0,0,Pascal Laugier
712,Louis C.K.: Hilarious,2010,8.5,1,0,0,0,Louis C.K.
713,Notes on Blindness,2016,7.1,1,0,0,0,"Peter Middleton,James Spinney"
714,The Kissing Booth,2018,6.1,1,0,0,0,Vince Marcello
715,Horns,2013,6.5,1,0,0,0,Alexandre Aja
716,Emelie,2016,5.4,1,0,0,0,Michael Thelin
717,Best Worst Thing That Ever Could Have Happened...,2016,7.5,1,0,0,0,Lonny Price
718,Go!,2020,5.9,1,0,0,0,Doug Liman
719,First Match,2018,6.3,1,0,0,0,Olivia Newman
720,Grass is Greener,2019,7.2,1,0,0,0,Fab 5 Freddy
721,The Short Game,2013,7.4,1,0,0,0,Josh Greenbaum
722,Sunday's Illness,2018,6.9,1,0,0,0,Ramón Salazar
723,Ten Years,2015,6.7,1,0,1,0,Jamie Linden
724,Chicken Little,2005,5.7,1,0,0,1,Mark Dindal
725,Kicking and Screaming,1995,6.8,1,0,0,0,Jesse Dylan
728,Michelle Wolf: Joke Show,2019,7.1,1,0,0,0,Lance Bangs
729,Kevin Hart: Let Me Explain,2013,6.8,1,0,0,0,"Leslie Small,Tim Story"
730,Fun with Dick and Jane,2005,6.2,1,0,0,0,Dean Parisot
731,Seoul Searching,2015,7.1,1,0,0,0,Benson Lee
732,The Keeping Hours,2017,6.3,1,0,0,0,Karen Moncrieff
733,Kickboxer: Retaliation,2018,5.0,1,0,0,0,Dimitri Logothetis
734,Weed the People,2018,7.0,1,0,0,0,Abby Epstein
735,Time Share,2018,6.0,1,0,0,0,Sebastián Hofmann
736,Johnny English Reborn,2011,6.3,1,0,0,0,Oliver Parker
737,Fire in the Blood,2013,7.7,1,0,0,0,Dylan Mohan Gray
738,Dil Dhadakne Do,2015,6.8,1,0,0,0,Zoya Akhtar
739,6 Days,2017,6.2,1,0,0,0,Toa Fraser
740,Morris from America,2016,6.2,1,0,0,0,Chad Hartigan
741,Joshua: Teenager vs. Superpower,2017,7.0,1,0,0,0,Joe Piscatella
742,Highway,2014,7.7,1,0,0,0,Imtiaz Ali
743,Sweet Virginia,2017,6.2,1,0,0,0,Jamie M. Dagg
744,Chloe,2009,6.3,1,0,0,0,Atom Egoyan
745,Manson Family Vacation,2015,5.8,1,0,0,0,J. Davis
746,Benji,2018,6.3,1,0,0,0,Brandon Camp
747,Roll Red Roll,2019,7.1,1,0,0,0,Nancy Schwartzman
748,All About Nina,2018,6.0,1,0,0,0,Eva Vives
749,Heartbreakers,2001,6.2,1,0,0,0,David Mirkin
750,Mercury 13,2018,6.8,1,0,0,0,"David Sington,Heather Walsh"
751,Kevin Hart: What Now?,2016,5.9,1,0,0,0,"Leslie Small,Tim Story"
752,"Michael Bolton's Big, Sexy Valentine's Day Special",2017,6.7,1,0,0,0,"Scott Aukerman,Akiva Schaffer"
753,All Day and a Night,2020,5.9,1,0,0,0,Joe Robert Cole
754,ARQ,2016,6.4,1,0,0,0,Tony Elliott
755,Nighthawks,1981,6.4,1,0,0,0,"Bruce Malmuth,Gary Nelson"
756,Quién te cantará,2018,7.0,1,0,0,0,Carlos Vermut
757,Romeo Must Die,2000,6.1,1,0,0,0,Andrzej Bartkowiak
758,Love Off the Cuff,2017,6.5,1,0,0,0,Ho-Cheung Pang
759,47 Meters Down,2017,5.6,1,0,0,0,Johannes Roberts
760,Udaan,2010,8.2,1,0,0,0,Vikramaditya Motwane
761,Barakah Meets Barakah,2016,6.2,1,0,0,0,Mahmoud Sabbagh
762,Ghost Rider,2007,5.2,1,0,0,0,Mark Steven Johnson
763,FYRE: The Greatest Party That Never Happened,2019,7.2,1,0,0,0,Chris Smith
764,Cardboard Gangsters,2017,6.4,1,0,0,0,Mark O'Connor
765,Khosla Ka Ghosla!,2006,8.3,1,0,0,0,Dibakar Banerjee
766,Sierra Burgess Is a Loser,2018,5.8,1,0,0,0,Ian Samuels
767,Same Kind of Different as Me,2017,6.6,1,0,0,0,Michael Carney
768,Cult of Chucky,2017,5.2,1,0,0,0,Don Mancini
769,Tremors 2: Aftershocks,1996,6.0,1,0,0,0,S.S. Wilson
