index,Title,Year,IMDb,Netflix,Hulu,Prime Video,Disney+
1602,"Food, Booze & Tattoos",2015,7.0,1,0,0,0
1603,Nailed It! Mexico,2019,6.3,1,0,0,0
1604,Pororo the Little Penguin,2003,5.8,1,1,1,0
1605,Winsanity,2016,6.1,1,0,0,0
1606,YooHoo to the Rescue,2019,6.6,1,0,0,0
1607,Llama Llama,2018,6.1,1,0,0,0
1608,Care Bears: Welcome to Care-a-Lot,2012,5.4,1,0,0,0
1609,Monkey Twins,2018,7.6,1,0,0,0
1610,Richie Rich,2015,3.2,1,0,0,0
1611,Bad Trips Abroad,2013,5.1,1,0,0,0
1612,Auntie Duohe,2009,8.5,1,0,0,0
1613,El Vato,2016,6.7,1,0,0,0
1614,Dariba Diaries,2014,7.0,1,0,0,0
1615,Justin Time,2011,6.7,1,0,0,0
1616,Devlok with Devdutt Pattanaik,2015,8.1,1,0,0,0
1617,Buddi,2020,8.2,1,0,0,0
1618,Top 10 Architecture,2016,7.0,1,0,0,0
1619,Lookalikes,2016,6.2,1,0,0,0
1620,Ponysitters Club,2018,6.7,1,0,0,0
1621,The Ollie & Moon Show,2017,8.2,1,0,0,0
1622,Vai Anitta,2018,5.3,1,0,0,0
1623,P. King Duckling,2018,6.2,1,0,0,0
1624,Lion Pride,2017,7.3,1,0,0,0
1625,Love and Fortune,2018,7.5,1,0,0,0
1626,Women Behind Bars,2008,6.5,1,0,0,0
1627,Oh Yuck!,2017,7.4,1,0,0,0
1628,Bible's Buried Secrets,2011,5.2,1,0,0,0
1629,Emergency,2015,7.5,1,0,0,0
1630,Fifty,2017,8.5,1,0,0,0
1631,Psiconautas,2015,7.0,1,0,0,0
1632,Station Horizon,2015,7.2,1,0,0,0
1633,The Sound of Your Heart: Reboot,2018,5.6,1,0,0,0
1634,Maya the Bee,2013,5.7,1,0,0,0
1635,I Am Me!,2015,8.2,1,0,0,0
1636,Unplanned America,2014,7.8,1,0,1,0
1637,Care Bears and Cousins,2015,6.7,1,0,0,0
1638,H2O - Abenteuer Meerjungfrau,2015,6.0,1,0,0,0
1639,Prince of Peoria,2018,5.4,1,0,0,0
1640,Hunters of the South Seas,2015,8.1,1,0,0,0
1641,Whisker Wars,2011,5.4,1,0,0,0
1642,Harvey Street Kids,2018,6.1,1,0,0,0
1643,LEGO Elves,2017,6.5,1,0,0,0
1644,Chuck & Danny's Road Trip,2017,6.9,1,0,0,0
1645,Serial Killer with Piers Morgan,2017,3.7,1,0,0,0
1646,Scams,2019,6.2,1,0,0,0
1647,Martin Clunes: A Man and His Dogs,2008,7.9,1,0,0,0
1648,Sadqay Tumhare,2014,7.4,1,0,0,0
1649,Rebel Without a Kitchen,2013,5.6,1,0,0,0
1650,Scaredy Squirrel,2011,4.1,1,0,0,0
1651,True and the Rainbow Kingdom,2017,6.9,1,0,0,0
1652,Yoko,2016,7.1,1,0,0,0
1653,Larva,2011,7.4,1,0,0,0
1654,The Bear Family and Me,2011,8.2,1,0,0,0
1655,ID-0,2017,6.0,1,0,0,0
1656,Super 4,2014,7.1,1,0,0,0
1657,Tayo the Little Bus,2010,5.5,1,1,1,0
1658,Bo on the Go!,2007,5.2,1,0,0,0
1659,Small Shots,2017,7.0,1,0,0,0
1660,Backroad Bounty,2014,7.6,1,0,0,0
1661,Cloroformo,2012,7.5,1,0,0,0
1662,Droppin' Cash: Los Angeles,2018,3.5,1,0,0,0
1664,Against the Tide,2014,7.7,1,0,0,0
1665,Littlest Pet Shop: A World of Our Own,2018,6.4,1,0,0,0
1666,The Outsiders,2004,7.4,1,0,0,0
1667,Office Girls,2011,6.6,1,0,0,0
1668,Mega Food,2019,6.5,1,0,0,0
1669,Cabins in the Wild with Dick Strawbridge,2017,6.6,1,0,0,0
1670,Ask the Doctor,2017,6.5,1,0,0,0
1671,Cocaine,2005,7.0,1,0,0,0
1672,Black Crows,1983,4.4,1,0,0,0
1674,Commandos,2013,6.6,1,0,0,0
1675,Jusqu'à l'Aube,2020,3.4,1,0,0,0
1676,Driven to Kill,2014,6.4,1,0,0,0
1677,Hairy Bikers: Chicken & Egg,2016,6.6,1,0,0,0
1678,Dwelling Narrowness,2009,7.3,1,0,0,0
1679,Transformers: Rescue Bots Academy,2019,6.8,1,0,0,0
1680,Nailed It! Spain,2019,5.4,1,0,0,0
1681,Poppy Cat,2013,5.1,1,0,0,0
1682,Happy 300 Days,2013,4.3,1,0,0,0
1683,Miss Rose,2012,6.0,1,0,0,0
1684,Russell Peters vs. the World,2013,5.5,1,0,0,0
1685,Jojo's World,2017,7.5,1,0,0,0
1686,The Truth Seekers,2016,7.5,1,0,0,0
1687,Invizimals,2014,5.0,1,0,0,0
1688,Part-Time Idol,2017,7.2,1,0,0,0
1689,Secrets of the SAS: In Their Own Words,2016,7.8,1,0,0,0
1690,Tech Toys 360,2011,8.3,1,0,0,0
1691,Life Plan A and B,2017,7.6,1,0,0,0
1692,When I See You Again,2015,7.1,1,0,0,0
1693,Operation Proposal,2012,6.6,1,0,0,0
1694,Vinnie Jones' Toughest Cops,2009,7.0,1,0,1,0
1695,Tip the Mouse,2014,6.5,1,0,0,0
1696,Easy Fortune Happy Life,2009,5.6,1,0,0,0
1697,Mary Portas: Secret Shopper,2011,6.6,1,0,1,0
1698,Motorway Cops,2008,6.2,1,0,0,0
1699,Gordon Buchanan: Elephant Family & Me,2016,7.7,1,0,0,0
1700,Borges Importadora,2018,6.2,1,0,0,0
1701,Splash and Bubbles,2016,6.3,1,0,0,0
1702,Unriddle,2012,7.6,1,0,0,0
1703,Yours Fatefully,2012,6.5,1,0,0,0
1704,Buy Herself,2012,6.2,1,0,0,0
1705,Hey Qween,2018,5.8,1,0,1,0
1706,Sammy & Co,2014,5.8,1,0,0,0
1707,YooHoo & Friends (US),2012,6.1,1,0,0,0
1708,Emogenius,2017,3.8,1,0,0,0
1709,Chip and Potato,2018,6.9,1,0,0,0
1710,Love Me Or Leave Me,2012,5.6,1,0,0,0
1711,The Land of Hypocrisy,2018,7.3,1,0,0,0
1712,LEGO Friends: Girls on a Mission,2018,7.0,1,0,1,0
1713,Restaurant Australia,2015,6.0,1,0,0,0
1714,Sports on Fire,2015,7.6,1,0,0,0
1715,Yummy Mummies,2017,4.0,1,0,0,0
1716,Robozuna,2018,6.0,1,0,0,0
1717,Baby Animals in the Wild,2015,7.7,1,0,0,0
1718,Chasing Cameron,2016,3.6,1,0,0,0
1719,The Could’ve-Gone-All-the-Way Committee,2018,7.1,1,0,0,0
1721,Juana Brava,2015,7.1,1,0,0,0
1722,Pinky Malinky,2019,5.6,1,0,0,0
1723,Kibaoh Klashers,2017,5.9,1,0,0,0
1724,Kulipari: An Army of Frogs,2016,6.9,1,0,0,0
1725,Robot Trains,2017,5.4,1,0,1,0
1726,Tornado Hunters,2014,5.6,1,0,0,0
1727,Kahi Suni,2015,6.7,1,0,0,0
1729,Empty,2008,6.7,1,0,0,0
1730,Wanda and the Alien,2014,6.5,1,0,0,0
1731,Bromance,2008,2.6,1,0,0,0
1732,Made in Mexico,2018,4.0,1,0,0,0
1733,Spy Kids: Mission Critical,2018,4.6,1,0,0,0
1734,Masha's Spooky Stories,2014,5.0,1,0,0,0
1735,UFOs: The Best Evidence Ever (Caught on Tape),1997,5.6,1,0,0,0
1736,Life on Location,2009,7.5,1,0,0,0
1737,Kulipari: Dream Walker,2018,7.3,1,0,0,0
1738,Wreck Trek,2013,4.8,1,0,0,0
1739,Luna Petunia,2016,6.4,1,0,0,0
1740,Тобот,2010,6.2,1,0,1,0
1741,Stay Tuned!,2019,8.0,1,0,0,0
1742,Goodbye Dear Wife,2012,6.5,1,0,0,0
1743,Trek: Spy on the Wildebeest,2007,7.8,1,0,0,0
1744,Stretch Armstrong & the Flex Fighters,2017,6.5,1,0,0,0
1745,Gorilla Family & Me,2015,8.2,1,0,0,0
1746,Wild Ones,2014,7.0,1,0,0,0
1747,License To Drill Louisiana,2014,6.5,1,0,0,0
1748,Ex-Boyfriend,2011,7.1,1,0,0,0
1749,"Everyday Miracles: The Genius of Sofas, Stockings and Scanners",2014,7.5,1,0,0,0
1750,Great Wild North,2015,5.4,1,0,0,0
1751,Way Back into Love,2011,7.0,1,0,0,0
1752,Love Cuisine,2015,8.1,1,0,0,0
1753,The Bomb Squad,2011,7.6,1,0,0,0
1754,Darr Sabko Lagta Hai,2016,6.1,1,0,0,0
1755,The Drunk and On Drugs Happy Funtime Hour,2011,5.1,1,0,0,0
1756,The Sporting Mavericks,2016,6.5,1,0,0,0
1757,Leo & Tig,2017,6.8,1,0,0,0
1758,Inborn Pair,2011,6.9,1,0,0,0
1759,The Future of Water,2007,7.6,1,0,0,0
1760,Wild Australia with Ray Mears,2016,7.1,1,0,0,0
1761,Luo Bao Bei,2018,7.2,1,0,0,0
1763,Top Grier,2016,5.6,1,0,0,0
1764,The Garden of Heaven,2011,8.0,1,0,0,0
1765,The Miracle,2016,6.2,1,0,0,0
1766,Britain's Horror Homes,2015,5.1,1,0,0,0
1767,OH NO! It's An Alien Invasion,2013,5.5,1,0,0,0
1769,Space Dealers,2019,6.7,1,0,0,0
1770,Tjovitjo,2017,4.8,1,0,0,0
1771,Extreme Animal Obsessions,2013,5.0,1,0,0,0
1772,Inst@famous,2018,3.6,1,0,0,0
1773,Screenland,2017,6.8,1,0,0,0
1774,Who's The One,2011,7.4,1,0,0,0
1775,Angel 'N' Devil,2014,4.9,1,0,0,0
1776,The Quon Dynasty,2011,6.1,1,0,0,0
1778,Fabulosas Flores,2015,7.7,1,0,0,0
1779,Entangled,2014,6.5,1,0,0,0
1780,Jimmy: The True Story of a True Idiot,2018,6.4,1,0,0,0
1781,Footprints,2013,5.8,1,0,0,0
1782,Maharakshak Devi,2015,6.4,1,0,0,0
1783,Treehouse Detectives,2018,6.8,1,0,0,0
1785,Vroomiz,2012,4.9,1,0,1,0
1786,Bottersnikes & Gumbles,2016,5.1,1,0,0,0
1787,Marching Orders,2018,5.9,1,0,0,0
1788,Atomic Puppet,2016,5.1,1,0,0,0
1789,阳关道,2018,3.1,1,0,0,0
1790,Fangbone!,2016,5.6,1,0,0,0
1791,Money for Nothing,2013,5.9,1,0,0,0
1792,Les Minijusticiers,2008,5.9,1,0,0,0
1793,Stunt Science,2018,4.6,1,0,0,0
1794,Iron Ladies,2018,6.0,1,0,0,0
1795,Love for Ten: Generation of Youth,2013,6.4,1,0,0,0
1796,Slum Survivors,2014,4.4,1,0,0,0
1797,Save our Shelter,2015,7.5,1,0,0,0
1798,Operation Gold Rush with Dan Snow,2016,6.5,1,0,0,0
1800,My Hotter Half,2017,3.8,1,0,0,0
1802,Changing Seas,2009,6.6,1,0,0,0
1803,Great World Hotels,2012,3.2,1,0,0,0
1804,Baby Ballroom: The Championship,2007,6.1,1,0,0,0
1805,Hive Alive,2014,7.9,1,0,0,0
1806,Chico Bon Bon: Monkey with a Tool Belt,2020,7.9,1,0,0,0
1807,Be With You,2015,1.0,1,0,0,0
1809,Zona Rosa,2019,5.8,1,0,0,0
1810,Jumping Girl,2015,5.2,1,0,0,0
1811,Bangkok Love Stories: Hey You!,2018,7.0,1,0,0,0
1812,Monster Math Squad,2012,5.0,1,0,0,0
1813,"Gunpowder, Treason and Plot",2001,7.1,1,0,0,0
1814,The Outstanding Woman,2014,5.3,1,0,0,0
1816,Grami's Circus Show,2014,5.1,1,0,0,0
1817,Natural Born Hustlers: The Hunger Hustlers,2016,8.0,1,0,0,0
1818,Game Winning Hit,2009,1.8,1,0,0,0
1819,Compete to Eat,2013,4.7,1,0,0,0
1820,Shopkins,2014,3.2,1,0,0,0
1821,Sammy & Bella's Kitchen Rescue,2017,4.7,1,0,0,0
1823,Selling Houses with Sarah Beeny,2014,7.1,1,0,0,0
1824,Rescue Mediums,2006,5.0,1,0,0,0
1825,The Day My Butt Went Psycho!,2013,3.2,1,0,0,0
1826,I Own Britain's Best Home,2008,6.3,1,0,0,0
1827,Harry & Bunnie,2017,4.0,1,0,0,0
1829,Six Puppies and Us,2015,6.8,1,0,0,0
1832,Learning Time with Timmy,2018,5.5,1,0,0,0
1833,Islands of the Future,2016,6.8,1,0,0,0
1835,Hoy Soy Nadie,2014,6.1,1,0,0,0
1839,Race of Life,2016,5.3,1,0,0,0
1840,My Tattoo Addiction,2012,4.3,1,0,0,0
1841,Super Bheem,2017,5.7,1,0,0,0
1842,Khelti Hai Zindagi Aankh Micholi,2013,6.9,1,0,0,0
1844,Changing Faces,2015,5.3,1,0,0,0
1848,The Jaime Maussan Show,2010,4.9,1,0,0,0
1851,HooplaKidz,2010,6.9,1,0,0,0
1857,Trawlermen Tales,2016,6.1,1,0,0,0
1866,ViR: The Robot Boy,2013,2.8,1,0,1,0
1872,For the Win,2017,3.0,1,0,0,0
1931,Rick and Morty,2013,9.2,0,1,0,0
1932,Fargo,2014,8.9,0,1,0,0
1933,Vikings,2013,8.5,0,1,1,0
1934,Brooklyn Nine-Nine,2013,8.4,0,1,0,0
1935,The Simpsons,1989,8.7,0,1,0,1
1936,Lost,2004,8.3,0,1,0,0
1937,Prison Break,2005,8.3,0,1,0,0
1938,Modern Family,2009,8.4,0,1,0,0
1939,Firefly,2002,9.0,0,1,0,0
1940,Seinfeld,1989,8.8,0,1,0,0
1941,It's Always Sunny in Philadelphia,2005,8.8,0,1,0,0
1942,Killing Eve,2018,8.3,0,1,0,0
1943,South Park,1997,8.7,0,1,0,0
1944,How I Met Your Mother,2005,8.3,0,1,0,0
1945,Futurama,1999,8.4,0,1,0,0
1946,The Handmaid's Tale,2017,8.5,0,1,0,0
1947,Sons of Anarchy,2008,8.6,0,1,0,0
1948,Gravity Falls,2012,8.9,0,1,0,1
1949,What We Do in the Shadows,2019,8.4,0,1,0,0
1950,Archer,2009,8.6,0,1,0,0
1951,This Is Us,2016,8.7,0,1,0,0
1952,Pride and Prejudice,1995,8.9,0,1,1,0
1953,Justified,2010,8.6,0,1,0,0
1954,Scrubs,2001,8.3,0,1,0,0
1955,The X-Files,1993,8.6,0,1,0,0
1956,My Hero Academia,2016,8.5,0,1,0,0
1957,Adventure Time,2010,8.6,0,1,0,0
1958,24,2001,8.3,0,1,0,0
1959,White Collar,2009,8.2,0,1,0,0
1960,Friday Night Lights,2006,8.7,0,1,0,0
1961,Mr. Bean,1990,8.5,0,1,1,0
1962,Buffy the Vampire Slayer,1997,8.2,0,1,0,0
1963,Bob's Burgers,2011,8.1,0,1,0,0
1964,30 Rock,2006,8.2,0,1,1,0
1965,Legion,2017,8.3,0,1,0,0
1966,Elementary,2012,7.9,0,1,0,0
1967,Taboo,2017,8.4,0,1,0,0
1968,Atlanta,2016,8.6,0,1,0,0
1969,The Shield,2002,8.7,0,1,0,0
1970,Normal People,2020,8.8,0,1,0,0
1971,The Office,2001,8.5,0,1,0,0
1972,Black Books,2000,8.5,0,1,1,0
1973,Naruto Shippūden,2007,8.6,0,1,0,0
1974,09-01-2001,2018,7.7,0,1,0,0
1975,Misfits,2009,8.2,0,1,0,0
1976,Veronica Mars,2004,8.3,0,1,0,0
1977,11.22.63,2016,8.2,0,1,0,0
1978,Frasier,1993,8.0,0,1,0,0
1979,Line of Duty,2012,8.6,0,1,0,0
1980,Bones,2005,7.8,0,1,1,0
1981,Steins;Gate,2011,8.8,0,1,0,0
1982,The Killing,2011,8.2,0,1,0,0
1983,The Good Doctor,2017,8.2,0,1,0,0
1984,Preacher,2016,8.0,0,1,0,0
1985,The Orville,2017,8.0,0,1,0,0
1986,Peep show,2003,8.6,0,1,1,0
1987,Desperate Housewives,2004,7.4,0,1,0,0
1988,RuPaul's Drag Race,2009,8.5,0,1,1,0
1989,Battlestar Galactica,2004,8.6,0,1,0,0
1990,Over the Garden Wall,2014,8.8,0,1,0,0
1991,Revenge,2011,7.8,0,1,0,0
1992,Tokyo Ghoul,2014,7.9,0,1,0,0
1993,Superstore,2015,7.8,0,1,0,0
1994,Lie to Me,2009,8.0,0,1,0,0
1995,One Piece,1999,8.7,0,1,0,0
1996,Spaced,1999,8.6,0,1,0,0
1997,12 Monkeys,2015,7.7,0,1,0,0
1998,Blue Bloods,2010,7.5,0,1,1,0
1999,Devs,2020,7.8,0,1,0,0
2000,The Rookie,2018,8.1,0,1,0,0
2001,DAVE,2020,8.4,0,1,0,0
2002,Younger,2015,7.8,0,1,0,0
2003,Food Wars! Shokugeki no Soma,2015,8.3,0,1,0,0
2004,Smallville,2001,7.4,0,1,0,0
2005,Dirk Gently's Holistic Detective Agency,2016,8.3,0,1,0,0
2006,Broad City,2014,8.4,0,1,0,0
2007,Workaholics,2011,8.1,0,1,1,0
2008,Dead Like Me,2003,8.1,0,1,1,0
2009,Nathan For You,2013,8.8,0,1,0,0
2010,Angel,1999,7.9,0,1,0,0
2011,Timeless,2016,7.7,0,1,0,0
2012,Castle Rock,2018,7.6,0,1,0,0
2013,Fresh Off the Boat,2015,7.8,0,1,0,0
2014,You're the Worst,2014,8.1,0,1,0,0
2015,The Affair,2014,7.9,0,1,0,0
2016,Elfen Lied,2004,8.0,0,1,1,0
2017,The Last Ship,2014,7.5,0,1,0,0
2018,Everybody Hates Chris,2005,7.4,0,1,0,0
2019,Raising Hope,2010,8.0,0,1,0,0
2020,Boston Legal,2004,8.4,0,1,0,0
2021,Cowboy Bebop,1998,8.9,0,1,0,0
2022,The Terror,2018,8.0,0,1,0,0
2023,Stargate SG-1,1997,8.4,0,1,1,0
2024,Future Man,2017,7.8,0,1,0,0
2025,Inside No. 9,2014,8.5,0,1,0,0
2026,Zoey's Extraordinary Playlist,2020,8.1,0,1,0,0
2027,The Strain,2014,7.3,0,1,0,0
2028,The Venture Bros.,2004,8.5,0,1,0,0
2029,Demon Slayer: Kimetsu no Yaiba,2019,8.8,0,1,0,0
2030,The League,2009,8.2,0,1,0,0
2031,Parenthood,2010,8.2,0,1,0,0
2032,Samurai Champloo,2004,8.5,0,1,0,0
2033,Mrs. America,2020,7.5,0,1,0,0
2034,Marvel's Runaways,2017,7.0,0,1,0,1
2035,Please Like Me,2013,8.5,0,1,0,0
2036,My Name Is Earl,2005,7.7,0,1,0,0
2037,Little Fires Everywhere,2020,7.7,0,1,0,0
2038,The Act,2019,8.0,0,1,0,0
2039,Dollhouse,2009,7.7,0,1,0,0
2040,Southland,2009,8.4,0,1,0,0
2041,Dragon Ball,1986,8.5,0,1,0,0
2042,Damages,2007,8.1,0,1,0,0
2043,Looking for Alaska,2019,8.1,0,1,0,0
2044,American Dad!,2005,7.3,0,1,0,0
2045,Legend of the Seeker,2008,7.6,0,1,0,0
2046,The Exorcist,2016,8.1,0,1,0,0
2047,Awkward.,2011,7.5,0,1,1,0
2048,Brockmire,2017,8.1,0,1,0,0
2049,High Fidelity,2020,7.6,0,1,0,0
2050,Better Things,2016,7.7,0,1,0,0
2051,Happy Endings,2011,7.7,0,1,0,0
2052,Fear the Walking Dead,2015,6.9,0,1,0,0
2053,TRIGUN,1998,8.3,0,1,0,0
2054,In the Flesh,2013,8.0,0,1,0,0
2055,The Bridge,2011,8.6,0,1,0,0
2056,Chicago P.D.,2014,8.1,0,1,1,0
2057,Better Off Ted,2009,8.2,0,1,0,0
2058,The Gifted,2017,7.4,0,1,0,0
2059,Lethal Weapon,2016,7.9,0,1,0,0
2060,The Last Man on Earth,2015,7.3,0,1,0,0
2061,Chicago Fire,2012,7.9,0,1,0,0
2062,Sleepy Hollow,2013,7.4,0,1,0,0
2063,Rescue Me,2004,8.3,0,1,0,0
2064,Horace and Pete,2016,8.5,0,1,0,0
2065,Snowfall,2017,8.0,0,1,0,0
2066,Shadowhunters,2016,6.6,0,1,0,0
2067,Top of the Lake,2013,7.5,0,1,0,0
2068,Prime Suspect,1991,8.4,0,1,0,0
2069,Deutschland,2015,8.1,0,1,0,0
2070,Rizzoli & Isles,2010,7.6,0,1,0,0
2071,Stargate Universe,2009,7.6,0,1,1,0
2072,Key & Peele,2012,8.3,0,1,0,0
2073,The Mighty Boosh,2004,8.3,0,1,0,0
2074,Blindspot,2015,7.4,0,1,0,0
2075,Stumptown,2019,7.5,0,1,0,0
2076,The Mindy Project,2012,7.4,0,1,0,0
2077,Empire,2015,7.4,0,1,0,0
2078,Quantum Leap,1989,8.1,0,1,0,0
2079,The Librarians,2014,7.3,0,1,0,0
2080,The Middle,2009,7.5,0,1,0,0
2081,The Resident,2018,7.6,0,1,0,0
2082,Manifest,2018,7.2,0,1,0,0
2083,Saturday Night Live,1975,8.1,0,1,0,0
2084,Survivor,2000,7.2,0,1,1,0
2085,Nip/Tuck,2003,7.6,0,1,0,0
2086,New Amsterdam,2018,8.1,0,1,0,0
2087,Hellsing Ultimate,2006,8.3,0,1,0,0
2088,Steven Universe,2013,8.2,0,1,0,0
2089,Drake & Josh,2004,7.7,0,1,0,0
2090,Ugly Betty,2006,6.5,0,1,0,0
2091,black-ish,2014,7.1,0,1,0,0
2092,Marvel's Cloak & Dagger,2018,6.7,0,1,0,0
2093,Wilfred,2011,7.8,0,1,0,0
2094,Catch-22,2019,7.8,0,1,0,0
2095,Stargate Atlantis,2004,8.1,0,1,1,0
2096,M*A*S*H,1972,8.4,0,1,0,0
2097,Invader Zim,2001,8.3,0,1,0,0
2098,For Life,2020,7.5,0,1,0,0
2099,Wayward Pines,2015,7.4,0,1,0,0
2100,Sailor Moon,1992,7.7,0,1,0,0
2101,Home Movies,1999,8.0,0,1,0,0
2102,Mr Inbetween,2018,8.3,0,1,0,0
2103,Mayans M.C.,2018,7.5,0,1,0,0
2104,The Unit,2006,8.1,0,1,0,0
2105,I Love Lucy,1951,8.4,0,1,0,0
2106,Nashville,2012,7.7,0,1,0,0
2107,NYPD Blue,1993,7.5,0,1,1,0
2108,Ramy,2019,8.0,0,1,0,0
2109,Don't Trust the B---- in Apartment 23,2012,7.3,0,1,0,0
2110,MythBusters,2003,8.3,0,1,0,0
2111,The Goldbergs,2013,8.1,0,1,0,0
2112,Letterkenny,2016,8.7,0,1,0,0
2113,Cougar Town,2009,6.9,0,1,1,0
2114,Regular Show,2010,8.4,0,1,0,0
2115,Motherland: Fort Salem,2020,6.9,0,1,0,0
2116,Bunheads,2012,7.6,0,1,0,0
2117,CSI: Crime Scene Investigation,2000,7.6,0,1,0,0
2118,One Tree Hill,2003,7.6,0,1,0,0
2119,Afro Samurai,2007,7.7,0,1,0,0
2120,Graceland,2013,7.7,0,1,0,0
2121,Scream Queens,2015,7.1,0,1,0,0
2122,Genius,2017,8.4,0,1,0,0
2123,The Looming Tower,2018,8.0,0,1,0,0
2124,The Promised Neverland,2019,8.8,0,1,0,0
2125,Pinky and the Brain,1995,7.9,0,1,0,0
2126,Married... with Children,1987,8.0,0,1,0,0
2127,Last Man Standing,2011,7.6,0,1,0,0
2128,Emergence,2019,7.2,0,1,0,0
2129,Terriers,2010,8.4,0,1,0,0
2130,UnREAL,2015,7.8,0,1,0,0
2131,Blackadder,1983,8.1,0,1,1,0
2132,The Hitchhiker's Guide to the Galaxy,1981,8.0,0,1,1,0
2133,Witches of East End,2013,7.6,0,1,0,0
2134,The Wonder Years,1988,8.3,0,1,0,0
2135,Robot Chicken,2005,7.7,0,1,0,0
2136,Harlots,2017,7.7,0,1,0,0
2137,Good Behavior,2016,8.1,0,1,0,0
2138,The Golden Girls,1985,7.9,0,1,0,0
2139,RuPaul's Drag Race All Stars,2012,8.6,0,1,0,0
2140,Will & Grace,1998,7.2,0,1,0,0
2141,The Outer Limits,1963,8.2,0,1,0,0
2142,Salem,2014,7.1,0,1,0,0
2143,The Hot Zone,2019,7.3,0,1,0,0
2144,Baskets,2016,7.5,0,1,0,0
2145,Make It or Break It,2009,7.5,0,1,0,0
2146,The Great,2020,7.8,0,1,0,0
2147,Sliders,1995,7.4,0,1,0,0
2148,The Amazing World of Gumball,2011,8.2,0,1,0,0
2149,A Million Little Things,2018,7.9,0,1,0,0
2150,Man Seeking Woman,2015,7.7,0,1,0,0
2151,Wu-Tang: An American Saga,2019,8.3,0,1,0,0
2152,Ally McBeal,1997,6.8,0,1,0,0
2153,Siren,2018,7.0,0,1,0,0
2154,The Detour,2016,7.7,0,1,0,0
2155,Kaguya-sama: Love is War,2019,8.1,0,1,0,0
2156,My Mad Fat Diary,2013,8.4,0,1,0,0
2157,High School DxD,2012,7.6,0,1,0,0
2158,Face Off,2011,8.2,0,1,0,0
2159,Mom,2013,7.2,0,1,0,0
2160,Full House,1987,6.7,0,1,0,0
2161,ER,1994,7.7,0,1,0,0
2162,PEN15,2019,7.9,0,1,0,0
2163,Roseanne,1988,7.0,0,1,0,0
2164,Touch,2012,7.4,0,1,0,0
2165,Sesame Street,1969,8.1,0,1,1,0
2166,Hell's Kitchen,2005,7.1,0,1,1,0
2167,Shark Tank,2009,7.6,0,1,0,0
2168,The Baker and the Beauty,2020,7.1,0,1,0,0
2169,The Amazing Race,2001,7.6,0,1,1,0
2170,Daria,1997,8.0,0,1,0,0
2171,War and Peace,2016,8.2,0,1,0,0
2172,SIX,2017,7.3,0,1,0,0
2173,Legit,2013,8.2,0,1,0,0
2174,Star vs. the Forces of Evil,2015,8.0,0,1,0,1
2175,The Brady Bunch,1969,6.7,0,1,0,0
2176,Chicago Med,2015,7.5,0,1,0,0
2177,Ghost Adventures,2008,7.5,0,1,0,0
2178,Body of Proof,2011,7.1,0,1,0,0
2179,Roots,2016,7.9,0,1,0,0
2180,Ghost Whisperer,2005,6.3,0,1,1,0
2181,Digimon Adventure,1999,7.3,0,1,0,0
2182,Whitechapel,2009,7.9,0,1,0,0
2183,Tyrant,2014,7.8,0,1,0,0
2184,Breeders,2020,7.1,0,1,0,0
2185,Ben 10,2005,7.2,0,1,0,0
2186,Alfred Hitchcock Presents,1955,8.5,0,1,0,0
2187,Solar Opposites,2020,8.2,0,1,0,0
2188,Everything's Gonna Be Okay,2020,7.0,0,1,0,0
2189,Roswell,1999,7.5,0,1,0,0
2190,Casual,2015,7.5,0,1,0,0
2191,Psycho-Pass,2012,8.2,0,1,1,0
2192,Boruto: Naruto Next Generations,2017,7.1,0,1,0,0
2193,Battlestar Galactica,1978,7.2,0,1,0,0
2194,Chance,2016,7.7,0,1,0,0
2195,Shameless,2004,8.0,0,1,1,0
2196,Yu Yu Hakusho,1992,8.4,0,1,1,0
2197,Jane Eyre,2006,8.3,0,1,0,0
2198,Dexter's Laboratory,1996,7.9,0,1,0,0
2199,WWE Raw,1993,7.8,0,1,0,0
2200,Pretty Little Liars: The Perfectionists,2019,7.1,0,1,0,0
2201,Greek,2007,7.5,0,1,0,0
2202,Flashpoint,2008,7.7,0,1,1,0
2203,The Wrong Mans,2013,7.8,0,1,0,0
2204,Legends,2014,7.5,0,1,0,0
2205,Black Clover,2017,8.0,0,1,0,0
2206,Shrill,2019,7.4,0,1,0,0
2207,Underground,2016,7.7,0,1,0,0
2208,The Path,2016,7.3,0,1,0,0
2209,Lodge 49,2018,7.5,0,1,0,0
2210,King of the Hill,1997,7.3,0,1,0,0
2211,Deadliest Catch,2005,7.8,0,1,0,0
2212,Angie Tribeca,2016,7.0,0,1,0,0
2213,Prodigal Son,2019,8.2,0,1,0,0
2214,Single Parents,2018,7.0,0,1,0,0
2215,S.W.A.T.,2017,7.0,0,1,0,0
2216,Doc Martin,2004,8.3,0,1,0,0
2217,Trust,2018,7.5,0,1,0,0
2218,The Fairly OddParents,2001,7.2,0,1,0,0
2219,The Glades,2010,7.5,0,1,0,0
2220,Top Chef,2006,7.5,0,1,0,0
2221,10 Things I Hate About You,2009,7.3,0,1,0,0
2222,Teenage Mutant Ninja Turtles,2012,7.8,0,1,0,0
2223,Das Boot,2018,7.3,0,1,0,0
2224,Hey Arnold!,1996,7.6,0,1,0,0
2225,NOS4A2,2019,6.7,0,1,0,0
2226,Baby Daddy,2012,7.3,0,1,0,0
