index,Title,Year,IMDb,Netflix,Hulu,Prime Video,Disney+
553,Flaked,2016,7.2,1,0,0,0
554,The Irregular at Magic High School,2014,7.2,1,0,0,0
555,Too Hot to Handle,2020,4.5,1,0,0,0
556,The Disastrous Life of Saiki K.,2016,8.3,1,0,0,0
557,Wanted,2016,7.7,1,0,0,0
558,Dad's Army,1968,8.1,1,0,0,0
559,Bad Education,2012,7.4,1,0,0,0
560,Angel Beats!,2010,7.7,1,0,0,0
561,Dogs,2018,8.1,1,0,0,0
562,Fate/stay night,2006,7.4,1,1,0,0
563,Brain Games,2011,8.3,1,0,0,1
564,Knights of Sidonia,2014,7.8,1,0,0,0
565,Girlboss,2017,7.0,1,0,0,0
566,The Trial,2019,7.0,1,0,0,0
567,Call My Agent,2015,8.3,1,0,0,0
568,"What's New, Scooby-Doo?",2002,7.2,1,0,0,0
569,Teasing Master Takagi-san,2018,7.5,1,0,0,0
570,Yu-Gi-Oh!,1998,7.9,1,1,1,0
571,Blue Exorcist,2011,7.5,1,1,0,0
572,Black Money Love,2014,7.2,1,0,0,0
573,WHAT / IF,2019,6.3,1,0,0,0
574,The Assets,2014,7.5,1,0,0,0
575,Baki,2018,6.7,1,0,0,0
576,Nightflyers,2018,5.9,1,0,0,0
577,Stranger,2017,8.6,1,0,0,0
578,How to Fix a Drug Scandal,2020,6.9,1,0,0,0
579,Scissor Seven,2018,8.0,1,0,0,0
580,The Circle France,2020,7.4,1,0,0,0
581,Memories of the Alhambra,2018,7.8,1,0,0,0
582,Republic of Doyle,2010,7.2,1,0,1,0
583,Sick Note,2017,6.8,1,0,0,0
584,The Last O.G.,2018,6.9,1,0,0,0
585,Night on Earth,2020,8.2,1,0,0,0
586,Börü,2018,8.2,1,0,0,0
587,Typewriter,2019,6.5,1,0,0,0
588,Inspector Gadget,1983,6.8,1,0,0,0
589,Sofia the First,2013,6.9,1,0,0,0
590,Hap and Leonard,2016,7.6,1,0,0,0
591,Jessie,2011,5.9,1,0,0,1
592,I Think You Should Leave with Tim Robinson,2019,7.4,1,0,0,0
593,Kipo and the Age of Wonderbeasts,2020,8.3,1,0,0,0
594,K-ON!,2009,7.6,1,1,0,0
595,Thieves of the Wood,2020,6.7,1,0,0,0
596,Slasher,2016,6.7,1,0,0,0
597,Freud,2020,6.6,1,0,0,0
598,Between,2015,6.0,1,0,0,0
599,Norm Macdonald Has a Show,2018,8.7,1,0,0,0
600,Rita,2012,8.1,1,0,0,0
601,She's Gotta Have It,2017,6.7,1,0,0,0
602,The Nineties,2017,8.2,1,0,0,0
603,Casanova,2005,7.9,1,0,0,0
604,The Good Cop,2018,7.0,1,0,0,0
605,Bondi Rescue,2006,7.6,1,0,0,0
606,Black Earth Rising,2018,7.4,1,0,0,0
607,Tidelands,2018,7.0,1,0,0,0
608,Nobel,2016,8.1,1,0,0,0
609,Well-Intended Love,2019,7.5,1,0,0,0
610,"Drugs, Inc.",2010,7.8,1,1,0,0
611,Midnight Diner: Tokyo Stories,2016,8.4,1,0,0,0
612,Zindagi Gulzar Hai,2012,9.0,1,0,0,0
613,People Just Do Nothing,2014,8.5,1,0,0,0
614,"Love, Chunibyo & Other Delusions",2012,7.4,1,1,0,0
615,Man Like Mobeen,2017,7.9,1,0,0,0
616,Turn Up Charlie,2019,7.1,1,0,0,0
617,Tidying Up with Marie Kondo,2019,6.6,1,0,0,0
618,Home for Christmas,2019,7.6,1,0,0,0
619,Wild District,2018,8.4,1,0,0,0
620,Toast of London,2013,8.2,1,0,0,0
621,The Standups,2017,6.7,1,0,0,0
622,World War II In HD Colour,2009,8.7,1,0,0,0
623,Roman Empire,2016,6.9,1,0,0,0
624,Pandemic: How to Prevent an Outbreak,2020,6.3,1,0,0,0
625,The Windsors,2016,7.0,1,0,0,0
626,A Korean Odyssey,2017,8.1,1,0,0,0
627,Charité at War,2017,7.7,1,0,0,0
628,The Bernie Mac Show,2001,6.9,1,0,0,0
629,Charmed,2018,4.5,1,0,0,0
630,Another Life,2019,4.9,1,0,0,0
631,Cooked With Cannabis,2020,6.9,1,0,0,0
632,The Victims' Game,2020,7.4,1,0,0,0
633,The Joel McHale Show with Joel McHale,2018,7.3,1,0,0,0
634,Who Killed Little Gregory?,2019,7.4,1,0,0,0
635,Round Planet,2016,7.7,1,0,0,0
636,La familia P. Luche,2002,7.7,1,0,0,0
637,Medical Police,2020,5.8,1,0,0,0
638,The Cleveland Show,2009,5.5,1,1,0,0
639,Monthly Girls' Nozaki-kun,2014,7.7,1,1,0,0
640,Eternal Love,2017,8.3,1,0,0,0
641,The Moaning of Life,2013,8.1,1,0,0,0
642,B: The Beginning,2018,7.2,1,0,0,0
643,The Mysteries of Laura,2014,6.8,1,0,0,0
644,Selection Day,2018,7.3,1,0,0,0
645,Wanderlust,2018,7.0,1,0,0,0
646,The Code,2014,7.4,1,1,0,0
647,Erased,2017,7.9,1,0,0,0
648,Magic for Humans,2018,7.1,1,0,0,0
649,The Method,2015,7.4,1,0,0,0
650,Zone Blanche,2017,7.5,1,0,0,0
651,Alexa & Katie,2018,7.3,1,0,0,0
652,Good Morning Call,2016,7.8,1,0,0,0
653,The Boss Baby: Back in Business,2018,6.4,1,0,0,0
654,Shaka Zulu,1986,7.7,1,0,0,0
655,Winx Club,2004,5.9,1,0,0,0
656,Sin Senos Sí Hay Paraíso,2016,6.7,1,0,0,0
657,Dogs of Berlin,2018,7.5,1,0,0,0
658,K-Project,2012,7.2,1,0,0,0
659,El Chapulín,1972,8.5,1,0,0,0
660,The Same Sky,2017,7.5,1,0,0,0
661,Secret Love Affair,2014,7.8,1,0,0,0
662,The Break,2016,7.7,1,0,0,0
663,The Big Show Show,2020,6.4,1,0,0,0
664,Fast & Furious Spy Racers,2019,5.2,1,0,0,0
665,Deadwind,2018,7.2,1,0,0,0
666,HAPPYish,2015,7.3,1,0,0,0
667,Chambers,2019,6.5,1,0,0,0
668,White Lines,2020,6.2,1,0,0,0
669,Dolly Parton's Heartstrings,2019,7.6,1,0,0,0
670,Intelligence,2006,8.2,1,0,1,0
671,"Coronavirus, Explained",2020,7.8,1,0,0,0
672,The Velvet Collection,2017,7.2,1,0,0,0
673,Offspring,2010,8.2,1,1,0,0
674,Terrace House: Tokyo 2019-2020,2019,7.8,1,0,0,0
675,Total Drama Island,2007,7.1,1,0,0,0
676,Rebellion,2016,7.1,1,0,0,0
677,High Seas,2019,6.8,1,0,0,0
678,Goosebumps,1995,7.7,1,0,0,0
679,Ashes of Love,2018,8.5,1,0,0,0
680,Somebody Feed Phil,2018,8.1,1,0,0,0
681,Deep Water,2016,6.9,1,0,1,0
682,Chelsea Does,2016,7.2,1,0,0,0
683,Life Sentence,2018,6.5,1,0,0,0
684,You vs. Wild,2019,7.0,1,0,0,0
685,Billy on the Street,2011,7.7,1,1,0,0
686,Cold Case Files,1999,8.0,1,1,0,0
687,Disjointed,2017,6.7,1,0,0,0
688,Perfume,2018,7.1,1,0,0,0
689,Hitler's Circle of Evil,2017,8.0,1,0,0,0
690,Kantaro: The Sweet Tooth Salaryman,2017,7.6,1,0,0,0
691,Terrace House: Boys & Girls in the City,2015,8.2,1,0,0,0
692,Girl From Nowhere,2018,7.6,1,0,0,0
693,Aldnoah.Zero,2014,7.2,1,0,0,0
694,Greenleaf,2016,7.3,1,0,0,0
695,Dating Around,2019,6.4,1,0,0,0
696,(The Hook Up Plan),2018,7.4,1,0,0,0
697,Tales of the City,2019,7.4,1,0,0,0
698,Mako: Island of Secrets,2013,6.9,1,0,0,0
699,WWII in HD,2009,8.7,1,0,0,0
700,Sonic x,2003,6.1,1,1,1,0
701,Ultraman,2019,6.9,1,0,0,0
702,Rust Valley Restorers,2018,7.6,1,0,0,0
703,Girls und Panzer,2012,7.5,1,1,0,0
704,Someone Like You,2015,8.0,1,0,0,0
705,Silver Spoon,2014,7.8,1,0,0,0
706,Traitors,2019,6.6,1,0,0,0
707,The World's Most Extraordinary Homes,2017,7.5,1,0,0,0
708,The Movies That Made Us,2019,7.8,1,0,0,0
709,She,2020,6.5,1,0,0,0
710,Alias J.J.,2017,7.9,1,0,0,0
711,Unauthorized Living,2018,7.5,1,0,0,0
712,Daniel Sloss: Live Shows,2018,8.6,1,0,0,0
713,Trial by Media,2020,7.2,1,0,0,0
714,The Lava Field,2014,6.8,1,0,0,0
715,One of Us,2016,7.0,1,0,0,0
716,Bella and the Bulldogs,2015,5.2,1,0,0,0
717,Romance is a Bonus Book,2019,8.1,1,0,0,0
718,Wakfu,2008,8.2,1,0,0,0
719,Bloodride,2020,6.3,1,0,0,0
720,The Magic School Bus,1994,7.9,1,0,0,0
721,The Mantis,2017,7.5,1,0,0,0
722,Next in Fashion,2020,7.4,1,0,0,0
723,The Last Czars,2019,7.3,1,0,0,0
724,My First First Love,2019,7.6,1,0,0,0
725,Sex Explained,2020,6.9,1,0,0,0
726,Put Your Head on My Shoulder,2019,7.9,1,0,0,0
727,Win the Wilderness: Alaska,2020,7.1,1,0,0,0
728,Murder Mountain,2018,6.9,1,0,0,0
729,Hoarders,2009,6.4,1,1,0,0
730,Luna Nera,2020,5.5,1,0,0,0
731,Nobody's Looking,2019,7.9,1,0,0,0
732,Highway Thru Hell,2012,8.1,1,0,0,0
733,"The Long, Long Holiday",2015,8.9,1,0,0,0
734,Ben 10,2016,2.5,1,0,0,0
735,Man to Man,2017,7.4,1,0,0,0
736,Sym-Bionic Titan,2010,8.1,1,0,0,0
737,Trigger Warning with Killer Mike,2019,6.8,1,0,0,0
738,The Worst Witch,2017,7.3,1,0,0,0
739,Pee-wee's Playhouse,1986,8.0,1,0,0,0
740,La Doña,2016,7.5,1,0,0,0
741,Mobile Suit Gundam: Iron-Blooded Orphans,2015,7.9,1,0,0,0
742,Final Fantasy XIV: Dad of Light,2017,7.2,1,0,0,0
743,Champions,2018,6.0,1,1,0,0
744,EastSiders,2012,6.8,1,0,0,0
745,Black,2017,8.0,1,0,0,0
746,Busted!,2018,7.5,1,0,0,0
747,The Mire,2018,7.0,1,0,0,0
748,Vampires,2020,5.4,1,0,0,0
749,Yunus Emre: Aşkın Yolculuğu,2015,7.8,1,0,0,0
750,My Babysitter's a Vampire,2011,7.0,1,0,0,0
751,The Repair Shop,2017,8.6,1,0,0,0
752,Queer Eye: We're in Japan!,2019,8.3,1,0,0,0
753,Vexed,2010,7.4,1,0,0,0
754,Ch:os:en,2013,7.4,1,0,0,0
755,Super Why!,2007,6.1,1,0,0,0
756,Dope,2017,7.3,1,0,0,0
757,American Masters,1986,8.0,1,0,0,0
758,Highway to Heaven,1984,6.7,1,0,1,0
759,Kurt Seyit and Şura,2014,7.1,1,0,0,0
760,The Sixties,2014,8.5,1,0,0,0
761,High Score Girl,2018,8.0,1,0,0,0
762,Louis Theroux's Weird Weekends,1998,8.5,1,0,0,0
763,When Heroes Fly,2018,7.3,1,0,0,0
764,Paranoid,2016,6.7,1,0,0,0
765,Haters Back Off,2016,6.0,1,0,0,0
766,Class of '92: Out of Their League,2015,8.2,1,0,0,0
767,Always a Witch,2019,6.3,1,0,0,0
768,BUNK'D,2015,5.4,1,0,0,0
769,A Very Secret Service,2015,7.8,1,0,0,0
770,Samurai Gourmet,2017,8.3,1,0,0,0
771,Hospital Playlist,2020,8.3,1,0,0,0
772,Go! Live Your Way,2019,7.0,1,0,0,0
773,The End,2012,7.4,1,0,0,0
774,March Comes in Like a Lion,2016,8.4,1,0,0,0
775,The Bonfire of Destiny,2019,7.7,1,0,0,0
776,No Good Nick,2019,5.8,1,0,0,0
777,Love and Punishment,2010,5.8,1,0,0,0
778,Man Down,2013,7.6,1,0,0,0
779,The Mind of a Chef,2012,8.0,1,0,0,0
780,Cinderella and Four Knights,2016,7.2,1,0,0,0
781,My Country: The New Age,2019,8.3,1,0,0,0
782,The Chase,2013,7.4,1,0,0,0
783,Cooked,2016,8.1,1,0,0,0
784,Wet Hot American Summer: 10 Years Later,2017,6.9,1,0,0,0
785,Ghost in the Shell: SAC_2045,2020,6.3,1,0,0,0
786,Nicky Jam: El Ganador,2018,7.8,1,0,0,0
787,Prison Playbook,2017,8.3,1,0,0,0
788,Sword Art Online Alternative: Gun Gale Online,2018,6.8,1,1,0,0
789,Family Reunion,2019,6.3,1,0,0,0
790,Reply 1994,2013,7.9,1,0,0,0
791,Land Girls,2009,7.0,1,0,0,0
792,Degrassi: Next Class,2016,6.9,1,0,0,0
793,Shadow of Truth,2016,8.1,1,0,0,0
794,Kiss Me First,2018,6.3,1,0,0,0
795,Buddha,2016,8.4,1,0,0,0
796,Hellevator,2015,6.0,1,1,0,0
797,Northern Rescue,2019,7.1,1,0,0,0
798,God Eater,2015,7.0,1,0,0,0
799,BIG DREAMS Small Spaces,2014,8.1,1,0,0,0
800,QB1: Beyond the Lights,2017,7.8,1,0,0,0
801,Cuckoo,2012,7.3,1,0,0,0
802,Accidentally In Love,2018,7.6,1,0,0,0
803,Jack Whitehall: Travels with My Father,2017,7.7,1,0,0,0
804,Taxi Brooklyn,2014,6.2,1,0,0,0
805,Luis Miguel: The Series,2018,8.1,1,0,0,0
806,I Am a Killer,2018,7.5,1,0,0,0
807,Tunnel,2017,8.3,1,0,0,0
808,100 Humans. Life's Questions. Answered.,2020,5.6,1,0,0,0
809,Jamtara - Sabka Number Ayega,2020,7.4,1,0,0,0
810,Tales by Light,2015,8.3,1,0,0,0
811,Day And Night,2017,8.4,1,0,0,0
812,Pine Gap,2018,7.2,1,0,0,0
813,Escape to the Country,2002,7.1,1,0,0,0
814,The Forest,2017,7.3,1,0,0,0
815,Gargantia on the Verdurous Planet,2013,7.4,1,0,0,0
816,Avlu,2018,7.3,1,0,0,0
817,The Honeymoon Stand Up Special,2018,6.8,1,0,0,0
818,Case,2015,7.2,1,0,0,0
819,Valeria,2020,6.2,1,0,0,0
820,Bonus Family,2017,7.7,1,0,0,0
821,Braxton Family Values,2011,5.9,1,0,0,0
822,Comedy Bang! Bang!,2012,7.5,1,0,0,0
823,Free Rein,2017,7.3,1,0,0,0
824,Masha and the Bear,2009,7.6,1,0,0,0
825,Dramaworld,2016,7.5,1,0,0,0
826,Argos Comunicación,2017,7.2,1,0,0,0
827,Most Beautiful Thing,2019,7.9,1,0,0,0
828,Special Agent Oso,2009,5.1,1,0,0,0
829,Street Food,2019,8.2,1,0,0,0
830,Paquita Salas,2016,8.0,1,0,0,0
831,All Hail King Julien,2014,7.2,1,0,0,0
832,"Acero, Woman of Steel",2014,7.2,1,1,0,0
833,Untold Stories of the ER,2004,7.5,1,0,0,0
834,Valor,2017,5.9,1,0,0,0
835,Iris,2009,7.9,1,0,0,0
836,Stay Here,2018,7.6,1,0,0,0
837,Monty Python: Almost the Truth (The Lawyer's Cut),2009,8.1,1,0,0,0
838,Girlfriends' Guide to Divorce,2014,6.9,1,0,0,0
839,The Eighties,2016,8.3,1,0,0,0
840,The I-Land,2019,4.5,1,0,0,0
841,Sirius the Jaeger,2018,6.8,1,0,0,0
842,Jack Taylor,2010,7.6,1,0,0,0
843,W1A,2014,7.8,1,0,0,0
844,The Disappearance of Madeleine McCann,2019,6.6,1,0,0,0
845,Extracurricular,2020,6.1,1,0,0,0
846,PJ Masks,2015,5.6,1,0,0,1
847,The K2,2016,7.8,1,0,0,0
848,Christiane Amanpour: Sex & Love Around the World,2018,7.4,1,0,0,0
849,Neo Yokio,2017,5.8,1,0,0,0
850,Ultraviolet,2017,7.0,1,1,0,0
851,The Bride of the Water God,2017,6.8,1,0,0,0
852,The Boulet Brothers' Dragula,2016,7.7,1,0,0,0
853,Cathedral of the Sea,2018,7.5,1,0,0,0
854,Nine: Nine Time Travels,2013,8.2,1,0,0,0
855,The Inmate,2018,7.1,1,0,0,0
856,The Circle Brazil,2020,6.9,1,0,0,0
857,The Cartel,2008,8.2,1,0,0,0
858,Mr. Young,2011,6.1,1,0,0,0
859,Chef's Table: France,2016,8.3,1,0,0,0
860,Monarca,2019,8.0,1,0,0,0
861,Medal of Honor,2018,8.4,1,0,0,0
862,Little Witch Academia (TV),2017,7.9,1,0,0,0
863,Once Upon a Time in Lingjian Mountain,2019,7.7,1,0,0,0
864,Trotsky,2017,7.1,1,0,0,0
865,When the Camellia Blooms,2019,8.0,1,0,0,0
866,Cedar Cove,2013,6.8,1,0,0,0
867,Brews Brothers,2020,4.8,1,0,0,0
868,Criminal: France,2019,7.2,1,0,0,0
869,Kath & Kim,2002,8.2,1,0,0,0
870,Danger Mouse,1981,7.4,1,0,0,0
872,James Acaster: Repertoire,2018,8.4,1,0,0,0
873,Reckoning,2019,6.4,1,0,0,0
874,Skylines,2019,7.6,1,0,0,0
875,Merry Happy Whatever,2019,6.2,1,0,0,0
876,Hangar 1: The UFO Files,2015,7.4,1,1,1,0
877,Kakegurui,2017,7.2,1,0,0,0
878,Marlon,2017,7.0,1,1,0,0
879,46,2017,8.5,1,0,0,0
880,7SEEDS,2019,6.3,1,0,0,0
881,The Super Mario Bros. Super Show!,1989,6.2,1,0,0,0
882,Crematorium,2011,7.7,1,0,0,0
883,Intersection,2016,6.5,1,0,0,0
884,Handsome Siblings,2020,8.2,1,0,0,0
885,Rugal,2020,6.7,1,0,0,0
886,The Octonauts,2010,7.4,1,0,0,0
887,Magi: Adventure of Sinbad,2016,7.6,1,0,0,0
888,MeatEater,2012,7.9,1,0,0,0
889,Troy: Fall of a City,2018,3.8,1,0,0,0
890,La Piloto,2017,5.6,1,0,0,0
891,The 2000s,2018,8.0,1,0,0,0
892,Reply 1997,2012,8.2,1,0,0,0
893,The Legend of Bruce Lee,2008,7.0,1,0,1,0
894,Soundtrack,2019,6.7,1,0,0,0
895,First Team: Juventus,2018,7.4,1,0,0,0
896,The Last Kids on Earth,2019,7.5,1,0,0,0
897,Morocco: Love in Times of War,2017,7.7,1,0,0,0
898,Tomorrow with You,2017,7.4,1,0,0,0
899,We Are the Wave,2019,6.1,1,0,0,0
900,Somewhere Between,2017,6.2,1,0,0,0
901,Trump: An American Dream,2017,7.2,1,0,0,0
902,One Spring Night,2019,7.9,1,0,0,0
903,Cricket Fever: Mumbai Indians,2019,7.3,1,0,0,0
904,Zumbo's Just Desserts,2016,6.9,1,0,0,0
905,Restaurants on the Edge,2020,6.6,1,0,0,0
906,Marseille,2016,6.8,1,0,0,0
907,The Dick Van Dyke Show,1961,6.8,1,1,0,0
908,Borderliner,2017,6.8,1,0,0,0
909,La Niña,2016,8.6,1,0,0,0
910,Ultimate Beastmaster,2017,7.3,1,0,0,0
911,Diablero,2018,6.6,1,0,0,0
912,Alaska State Troopers,2009,7.5,1,0,0,0
913,Stories by Rabindranath Tagore,2015,8.9,1,0,0,0
914,Terrace House: Opening New Doors,2017,7.8,1,0,0,0
915,Super Wings!,2015,6.2,1,0,1,0
916,Incomplete Life,2014,8.6,1,0,0,0
917,"Breakfast, Lunch & Dinner",2019,6.7,1,0,0,0
918,Ice Fantasy,2016,7.1,1,0,0,0
919,The Supervet,2014,8.7,1,0,0,0
920,The Seventies,2015,8.3,1,0,0,0
921,The InBESTigators,2019,7.7,1,0,0,0
922,El Chema,2016,7.0,1,0,0,0
923,Pocoyo,2005,7.5,1,1,1,0
924,The Adventures of Puss in Boots,2015,6.7,1,0,0,0
925,Unnatural Selection,2019,8.0,1,0,0,0
926,Skin Wars,2014,7.1,1,1,0,0
927,Dueños del Paraíso,2015,7.1,1,1,0,0
928,Unstoppable,2020,7.2,1,0,0,0
929,The Hockey Girls,2019,7.0,1,0,0,0
930,Record of Grancrest War,2018,7.2,1,0,0,0
931,Who Killed Malcolm X?,2019,7.6,1,0,0,0
932,Glow Up: Britain's Next Make-Up Star,2019,6.4,1,0,0,0
933,Ares,2020,5.6,1,0,0,0
934,Great British Menu,2006,7.3,1,1,0,0
935,Barbie: Life in the Dreamhouse,2012,7.3,1,0,0,0
936,Cheese in the Trap,2016,7.4,1,0,0,0
937,The Deep,2016,7.9,1,0,0,0
938,Juana Inés,2016,7.6,1,0,0,0
939,Killer Kids,2011,7.0,1,0,0,0
940,La querida del Centauro,2016,8.1,1,0,0,0
941,Another Miss Oh,2016,7.9,1,0,0,0
942,Fariña,2018,8.0,1,0,0,0
943,Anjaan: Special Crimes Unit,2018,7.0,1,0,0,0
944,Best Friends Whenever,2015,5.5,1,0,0,1
945,Osmosis,2019,5.9,1,0,0,0
946,Hormones,2013,8.0,1,0,0,0
947,Love Rain,2012,7.7,1,0,0,0
948,Switched,2018,7.2,1,0,0,0
949,Creeped Out,2017,6.6,1,0,0,0
950,Chicago Typewriter,2017,8.2,1,0,0,0
951,Immortals,2018,5.5,1,0,0,0
952,Yo-Kai Watch,2014,5.9,1,0,0,0
953,Rookie Historian Goo Hae-Ryung,2019,8.2,1,0,0,0
954,Million Pound Menu,2018,6.5,1,0,0,0
955,Oggy and the Cockroaches,1998,7.3,1,0,0,0
956,Unit 42,2017,7.0,1,0,0,0
957,Love Your Garden,2011,8.0,1,0,0,0
958,Limmy's Show,2010,8.3,1,0,0,0
959,Nazi Megastructures,2013,8.0,1,1,0,0
960,Omniscient,2020,6.3,1,0,0,0
961,Green Frontier,2019,7.4,1,0,0,0
962,Los Briceño,2019,8.4,1,0,0,0
963,Adventures of Sonic the Hedgehog,1993,6.2,1,0,0,0
964,My Holo Love,2020,7.6,1,0,0,0
965,The Disguiser,2015,7.7,1,0,0,0
966,El Clon,2000,6.8,1,1,0,0
968,Love Alarm,2019,6.7,1,0,0,0
969,The Indian Detective,2017,6.5,1,0,0,0
970,Inside the World's Toughest Prisons,2016,6.8,1,0,0,0
971,El Chavo: The Animated Series,2006,5.4,1,0,0,0
972,Rishta.com,2010,8.5,1,0,0,0
973,College Behind Bars,2019,8.1,1,0,0,0
974,The Sparticle Mystery,2011,7.0,1,0,0,0
975,Broken,2019,6.8,1,0,0,0
976,Yukon Gold,2013,6.0,1,0,0,0
977,When a Snail Falls in Love,2016,7.5,1,0,0,0
978,AMO,2018,6.4,1,0,0,0
979,Instant Hotel,2018,7.3,1,0,0,0
980,Almost Happy,2020,6.5,1,0,0,0
981,Larva Island,2018,6.5,1,0,0,0
982,The Queen of Flow,2018,7.9,1,0,0,0
983,David Attenborough's Natural Curiosities,2013,8.5,1,0,0,0
984,God's Quiz,2010,7.3,1,0,0,0
985,Nailed It! Holiday!,2018,7.8,1,0,0,0
986,Ever After High,2013,8.0,1,0,0,0
987,Bad Guys,2014,7.9,1,0,0,0
988,Rapture,2018,7.1,1,0,0,0
989,Drug Lords,2018,6.8,1,0,0,0
990,Transformers: Rescue Bots,2012,6.5,1,0,0,0
991,Tokyo Trial,2016,7.4,1,0,0,0
992,A Cook's Tour,2002,8.1,1,0,0,0
993,The Stranded,2019,6.3,1,0,0,0
994,Gunslinger Girl,2003,7.4,1,0,0,0
995,Captive,2016,7.0,1,0,0,0
996,Yu-Gi-Oh! Arc-V,2014,6.2,1,1,1,0
997,Crime Diaries: The Candidate,2019,7.6,1,0,0,0
998,Servant of the People,2015,6.9,1,0,0,0
999,America's Book of Secrets,2012,7.0,1,1,1,0
1000,Ben and Holly's Little Kingdom,2009,7.3,1,0,0,0
1001,Aussie Gold Hunters,2016,7.1,1,0,0,0
1002,Chewin' the Fat,1999,8.2,1,0,0,0
1003,72 Dangerous Animals: Australia,2014,7.0,1,0,0,0
1004,The Road to Calvary,2017,7.7,1,0,0,0
1005,If I Hadn't Met You,2018,7.7,1,0,0,0
1006,Sensitive Skin,2014,7.2,1,0,0,0
1007,Hache,2019,6.3,1,0,0,0
1008,Drifting Dragons,2020,6.1,1,0,0,0
1009,Four Seasons in Havana,2016,7.6,1,0,0,0
1010,Cooper Barrett's Guide to Surviving Life,2016,6.3,1,0,0,0
1011,Loaded,2017,6.5,1,0,0,0
1012,Brotherhood,2019,7.6,1,0,0,0
1013,The Sound of Your Heart,2016,8.3,1,0,0,0
1014,"Worst Year of My Life, Again!",2014,7.6,1,0,0,0
1015,The Kirlian Frequency,2019,7.6,1,0,0,0
1016,Silvana Sin Lana,2016,7.5,1,0,0,0
1017,Designated Survivor: 60 Days,2019,8.0,1,0,0,0
1018,Tiny House Nation,2014,7.2,1,0,0,0
1019,The Mr. Peabody & Sherman Show,2015,5.6,1,0,0,0
1020,Glitch Techs,2020,7.8,1,0,0,0
1021,Shaun the Sheep: Adventures from Mossy Bottom,2020,8.0,1,0,0,0
1022,Trolls: The Beat Goes On!,2018,5.7,1,0,0,0
1023,Fated to Love You,2008,7.4,1,1,0,0
1024,Monty Don's French Gardens,2013,8.0,1,0,0,0
1025,The Bachelor,2002,3.2,1,1,0,0
1026,Victim Number 8,2018,7.1,1,0,0,0
1027,Autumn's Concerto,2009,8.0,1,0,0,0
1028,Genius of the Modern World,2016,7.6,1,0,0,0
1029,Huge in France,2019,6.8,1,0,0,0
1030,Children of the Whales,2017,7.1,1,0,0,0
1031,"That Winter, The Wind Blows",2013,7.8,1,0,0,0
1032,Stephen Fry in America,2008,7.9,1,0,0,0
1033,Dharmakshetra,2014,7.8,1,0,1,0
1034,The Unlisted,2019,6.3,1,0,0,0
1035,El Reemplazante,2012,8.4,1,0,0,0
1036,Secrets at the Hotel,2016,6.7,1,0,0,0
1037,Transformers: Cyberverse,2018,6.8,1,0,0,0
1038,Ninja Hattori,1981,6.9,1,0,0,0
1039,Rabbids Invasion,2013,5.0,1,1,0,0
1040,The Healing Powers of Dude,2020,6.3,1,0,0,0
1041,Fake or Fortune?,2011,8.6,1,0,0,0
1042,Griselda Blanco: The Black Widow,2014,7.1,1,0,0,0
1043,Escape to the Continent,2014,7.5,1,0,0,0
1044,Killer Ratings,2019,8.0,1,0,0,0
1045,Puffin Rock,2015,8.7,1,0,0,0
1046,Keizersvrouwen,2019,6.0,1,0,0,0
1047,Ad Vitam,2018,6.4,1,0,0,0
1048,Residue,2015,6.1,1,0,0,0
1049,Live,2018,8.4,1,0,0,0
1050,Fate/Apocrypha,2017,6.5,1,0,0,0
1051,Total Drama Presents: The Ridonculous Race,2015,6.6,1,0,0,0
1052,Doomsday Preppers,2011,6.1,1,0,0,0
1053,"Can't Cope, Won't Cope",2016,7.3,1,0,0,0
1054,Lunatics,2019,6.6,1,0,0,0
1055,The Big Flower Fight,2020,7.7,1,0,0,0
1056,Criminal: Spain,2019,6.9,1,0,0,0
1057,Can't Pay? We'll Take It Away!,2014,7.2,1,0,0,0
1058,Twice Upon a Time,2019,6.3,1,0,0,0
1059,Embarrassing Bodies,2007,7.0,1,0,0,0
1060,Sea of Plastic,2015,7.2,1,0,0,0
1061,Two Sentence Horror Stories,2019,5.5,1,0,0,0
1062,Paranormal Survivor,2015,6.3,1,0,0,0
1063,Babies,2020,6.9,1,0,0,0
1064,The Ghost Bride,2020,5.8,1,0,0,0
1065,Brainchild,2018,8.0,1,0,0,0
1066,Einsatzgruppen: The Nazi Death Squads,2009,7.6,1,0,0,0
1067,FIGHTWORLD,2018,7.7,1,0,0,0
1068,The Real Football Factories,2006,7.6,1,0,0,0
1069,The Garfield Show,2009,5.3,1,0,1,0
1070,Bumping Mics with Jeff Ross & Dave Attell,2018,7.7,1,0,0,0
1071,20 Minutes,2013,6.8,1,0,0,0
1072,A Thousand Days' Promise,2011,8.1,1,0,0,0
1073,Spirit: Riding Free,2017,6.4,1,0,0,0
1074,So Awkward,2015,7.5,1,0,0,0
1075,Murder Maps,2015,7.5,1,0,0,0
1076,Wizards vs Aliens,2012,6.5,1,0,0,0
1077,Shot in the Dark,2017,8.3,1,0,0,0
1078,Here to Heart,2018,8.0,1,0,0,0
1079,Littlest Pet Shop,2012,6.1,1,0,0,0
1080,21 Sarfarosh - Saragarhi 1897,2018,8.1,1,0,0,0
1081,Hidden Worlds,2018,6.9,1,0,0,0
1082,Secrets of Great British Castles,2015,7.8,1,0,0,0
1083,The Wiggles,1998,5.7,1,0,0,0
